sentiment_label,sentence,source
neutral,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",financialphrasebank
negative,HSBC chief hit with tax-avoidance scandal,headline
neutral,"In Finland , Alma Media will focus on quality and developing chain operations .",financialphrasebank
negative,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",financialphrasebank
neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",financialphrasebank
neutral,The Finnish company Stockmann has signed the contract with the company Technopolis .,financialphrasebank
negative,Greenpeace Protest of BP Forces British Museum to Close,headline
neutral,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,headline
neutral,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,financialphrasebank
positive,"Wolseley profit up 18%, warns on revenue growth",headline
neutral,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,financialphrasebank
neutral,"8,600 m , and at the time of investment it is fully leased to several tenants .",financialphrasebank
neutral,"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",financialphrasebank
neutral,UPDATE 1-BP signs $12 billion energy deal in Egypt,headline
negative,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",financialphrasebank
negative,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,financialphrasebank
positive,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,headline
neutral,Standard Life chief agrees Â£600000 bonus cut,headline
neutral,`` There is no room to modify the share component as we have already indicated . '',financialphrasebank
neutral,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,financialphrasebank
negative,BP ends 27-year sponsorship of Tate as falling oil price takes toll,headline
neutral,- Provides summary of the medical equipment pipeline products that the company is developing .,financialphrasebank
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",financialphrasebank
positive,Cost savings help Robinsons maker Britvic to first-half profit,headline
neutral,"UK housing market steadies after Brexit dip, Persimmon says",headline
neutral,Crown Castle buys Tower Development Corp for $461 million,headline
neutral,E 's building system service had revenue of EUR 355 mln in 2007 .,financialphrasebank
neutral,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,financialphrasebank
positive,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",financialphrasebank
positive,AstraZeneca wins FDA approval for key new lung cancer pill,headline
positive,"Order intake , on the other hand , is expected to be stronger than in 2007 .",financialphrasebank
neutral,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",financialphrasebank
positive,Lloyds wins right to buy bonds back early to save 1 billion pounds,headline
neutral,The goal is to secure the company 's profitability and competitiveness .,financialphrasebank
neutral,"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",financialphrasebank
negative,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",financialphrasebank
negative,"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools",headline
neutral,"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",financialphrasebank
positive,"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",financialphrasebank
neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,financialphrasebank
neutral,L&G completes UK's largest medically underwritten bulk pension risk deal,headline
positive,HSBC appoints business leaders to board,headline
neutral,"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",financialphrasebank
neutral,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",financialphrasebank
positive,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",financialphrasebank
neutral,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",financialphrasebank
neutral,The first of the two project phases is expected to be completed by the end of 2012 .,financialphrasebank
neutral,"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .",financialphrasebank
positive,"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",financialphrasebank
neutral,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",headline
neutral,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .",financialphrasebank
positive,Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,financialphrasebank
neutral,"Currently Glaston employs approximately 1,500 persons .",financialphrasebank
negative,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,financialphrasebank
negative,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,financialphrasebank
positive,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,financialphrasebank
neutral,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",financialphrasebank
positive,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",financialphrasebank
positive,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",financialphrasebank
negative,LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks,headline
positive,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",financialphrasebank
neutral,"BAWAG - Is to issue a benchmark , covered deal .",financialphrasebank
positive,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,headline
negative,Reluctant shareholder George Osborne loses patience with RBS,headline
neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,financialphrasebank
positive,BP Seeks to Get Back Some Gulf Oil Spill Business Payouts,headline
positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",financialphrasebank
neutral,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",financialphrasebank
neutral,"Garmin fell 4.5 percent to $ 34.53 at 1:33 p.m. in New York , while Google slid 0.7 percent at $ 576.50 .",financialphrasebank
positive,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,financialphrasebank
negative,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,financialphrasebank
neutral,"Previously , it projected the figure to be slightly lower than in 2009 .",financialphrasebank
negative,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,financialphrasebank
neutral,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",financialphrasebank
negative,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",headline
positive,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,headline
negative,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,financialphrasebank
neutral,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",financialphrasebank
neutral,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",financialphrasebank
neutral,"It is necessary to strengthen the company 's operations , however .",financialphrasebank
positive,"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",financialphrasebank
neutral,Officials did not disclose the contract value .,financialphrasebank
negative,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",financialphrasebank
positive,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",financialphrasebank
neutral,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",financialphrasebank
negative,Land Securities warns of rent rises,headline
negative,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,financialphrasebank
positive,Bilfinger Industrial Services win Â£100m BP contract extension,headline
neutral,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,financialphrasebank
positive,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",headline
neutral,"The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com .",financialphrasebank
neutral,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,financialphrasebank
neutral,"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",financialphrasebank
positive,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,headline
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",financialphrasebank
positive,CompaniesHome Retail trims gains but is considered 'in play',headline
neutral,"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",financialphrasebank
positive,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",financialphrasebank
neutral,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",financialphrasebank
neutral,"+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+�rnits , chairman of the supervisory board of +_lemiste City and Mainor .",financialphrasebank
neutral,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",financialphrasebank
positive,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",financialphrasebank
negative,BHP Billiton says no settlement yet on Brazil dam disaster,headline
positive,Operating profit rose to 22.1 mln eur from 19.9 mln .,financialphrasebank
positive,The main strength of the cooperation project lies in merging the know-how of two large companies .,financialphrasebank
neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",financialphrasebank
positive,Through this transaction we are able to participate in developing the industry .,financialphrasebank
positive,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,financialphrasebank
negative,Weir Group sees continued fall in orders from oil and gas business,headline
neutral,"Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .",financialphrasebank
positive,"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",financialphrasebank
neutral,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",financialphrasebank
negative,"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",financialphrasebank
positive,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",financialphrasebank
positive,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",headline
neutral,"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",financialphrasebank
neutral,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",financialphrasebank
neutral,Barclays sells benchmark indices unit to Bloomberg,headline
neutral,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",financialphrasebank
neutral,"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",financialphrasebank
neutral,"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",financialphrasebank
positive,Tata Steel working with StanChart for UK unit sale - source,headline
neutral,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,headline
positive,The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,financialphrasebank
negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",financialphrasebank
positive,"FDA approves NPS drug, in move validating Shire takeover deal",headline
positive,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",headline
neutral,Whitbread buys 49% stake in Pure food chain,headline
positive,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",financialphrasebank
neutral,Schroders posts profit growth,headline
positive,UK chip designer ARM hits a high after iPhone 6 boost,headline
positive,Australia clears AB Inbev's $100 billion SABMiller buyout plan,headline
negative,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,headline
neutral,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,financialphrasebank
positive,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",financialphrasebank
negative,5 Years After BP Spill: What's Changed in Offshore Drilling,headline
neutral,Pohjola and cooperative banks have continued to combine their branch office network .,financialphrasebank
positive,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",headline
neutral,Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,financialphrasebank
positive,The new technology improves the glass quality and consistency while increasing throughput .,financialphrasebank
neutral,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",financialphrasebank
neutral,"The payment date is March 25 , 2010 .",financialphrasebank
negative,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,financialphrasebank
neutral,Tesco breaks its downward slide by cutting sales decline in half,headline
negative,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",financialphrasebank
neutral,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",financialphrasebank
positive,Industry NewsWolseley confident in reslilience amid mixed markets,headline
neutral,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,financialphrasebank
neutral,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",financialphrasebank
negative,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",financialphrasebank
neutral,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,financialphrasebank
neutral,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",financialphrasebank
neutral,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",financialphrasebank
neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",financialphrasebank
neutral,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .",financialphrasebank
neutral,"The order includes a new Crecent former , headbox , and reel .",financialphrasebank
neutral,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,financialphrasebank
negative,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,headline
neutral,CompaniesUnited Utilities H1 profits just miss expectations,headline
neutral,Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,financialphrasebank
negative,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,financialphrasebank
neutral,NWC ANALYSIS :,financialphrasebank
positive,Persimmon sells 17% more houses in 2014,headline
neutral,London Stock Exchange Group appoints Royal Mail's Donald Brydon to replace ...,headline
positive,Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,financialphrasebank
neutral,"At the moment , there are approximately 20 Vianor sales offices in Russia .",financialphrasebank
neutral,Burberry CEO Christopher Bailey Gets 75% Pay Cut After Disappointing Results,headline
negative,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,financialphrasebank
neutral,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",financialphrasebank
neutral,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,financialphrasebank
positive,"AstraZeneca bags another cancer drug deal, this time with Inovio",headline
positive,Sunday Papers: Shire told to raise its offer by Baxalta investors,headline
neutral,"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",financialphrasebank
positive,New product launches in Finland will more than double from 2005 .,financialphrasebank
positive,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,headline
negative,StanChart may see white knight takeover on painful recovery - CLSA,headline
neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",financialphrasebank
neutral,CompaniesShine comes off Kingfisher despite expansion plans,headline
neutral,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",financialphrasebank
neutral,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",financialphrasebank
neutral,`` Directors and shareholders alike should ask why these practices were allowed to continue . '',financialphrasebank
neutral,"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .",financialphrasebank
positive,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,headline
negative,UPDATE 1-UK to start selling remaining Royal Mail shares,headline
neutral,"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",financialphrasebank
negative,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",financialphrasebank
neutral,Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,financialphrasebank
negative,"The staff reduction will start immediately , Glaston added .",financialphrasebank
neutral,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,financialphrasebank
neutral,"The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .",financialphrasebank
neutral,Strategic and operational business information is objectively reported .,financialphrasebank
neutral,Pearson in Talks to Sell Its Stake in the Economist Group,headline
neutral,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,financialphrasebank
neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 .",financialphrasebank
neutral,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,financialphrasebank
negative,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration,headline
positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",financialphrasebank
positive,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",financialphrasebank
positive,CompaniesLord Livingston joins Dixons Carphone,headline
negative,StanChart and RBS struggle in Bank of England stress tests,headline
neutral,"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",financialphrasebank
neutral,"According to Finnish financial services group Sampo 's CEO , Bj+�rn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",financialphrasebank
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",financialphrasebank
positive,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",financialphrasebank
neutral,"In Finland , export industry forms a large clientele for the packaging industry .",financialphrasebank
negative,Net sales dropped by 6 % year-on-year to EUR 11.9 million .,financialphrasebank
neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros .",financialphrasebank
neutral,"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",financialphrasebank
neutral,Approval by shareholders of Cencorp in accordance with Finnish law .,financialphrasebank
neutral,ND = Not disclosed .,financialphrasebank
neutral,Shell to buy BG Group in $69.7 billion takeover,headline
neutral,The investment would be some EUR5m .,financialphrasebank
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,financialphrasebank
neutral,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",financialphrasebank
neutral,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,financialphrasebank
negative,The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,financialphrasebank
neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",financialphrasebank
neutral,"The firm 's UK head office is in Rugby Road , Lutterworth .",financialphrasebank
neutral,"The total investment necessary will be EUR40m , the company estimated .",financialphrasebank
neutral,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,financialphrasebank
positive,Lloyds Banking Group to cut 640 jobs and close 23 branches,headline
neutral,Protalix is developing genetically engineered proteins from plant cells .,financialphrasebank
neutral,"We bring a new , committed leadership and business and strategic know-how to the company that we buy .",financialphrasebank
positive,Shell profit rises as company resist oil slump,headline
neutral,MarketsWolseley shares wilt 8.8% after full year results,headline
negative,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",financialphrasebank
positive,BG Group Still Happy With Shell's $70 Billion Offer,headline
neutral,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",financialphrasebank
neutral,F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,financialphrasebank
positive,"According to Bosse , the present cooperation is beneficial to all parties , however .",financialphrasebank
neutral,"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",financialphrasebank
neutral,`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,financialphrasebank
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,financialphrasebank
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,financialphrasebank
neutral,"128,538 shares can still be subscribed for with Series E share options , max .",financialphrasebank
neutral,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,financialphrasebank
neutral,The combined value of the orders is EUR 45mn .,financialphrasebank
neutral,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",financialphrasebank
negative,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",financialphrasebank
neutral,These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,financialphrasebank
positive,"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",financialphrasebank
neutral,The front surfaces of these valve plates are directed towards each other .,financialphrasebank
negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,financialphrasebank
neutral,US judge upholds gas market manipulation charge against BP,headline
neutral,"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",financialphrasebank
positive,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,headline
neutral,We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,financialphrasebank
negative,The operating margin came down to 2.4 % from 5.7 % .,financialphrasebank
positive,Aberdeen Asset Management Gains Foothold In China,headline
neutral,"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",financialphrasebank
positive,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",financialphrasebank
negative,Bunzl blames weakness in United States for first-half revenue slowdown,headline
positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",financialphrasebank
negative,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",financialphrasebank
neutral,Buffett Embarrassed by 'Thumb-Sucking' on Exit of Tesco Stake,headline
neutral,Rolls-Royce Holdings To Reduce 600 Employees In Its Marine Business,headline
positive,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",financialphrasebank
neutral,The company expects meat purchases to remain at about 8mn kilos in 2011 .,financialphrasebank
negative,MarketsProperty stocks under pressure after Standard Life fund move,headline
negative,The recent troubles simply make NETeller cheaper .,financialphrasebank
neutral,"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",financialphrasebank
neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",financialphrasebank
positive,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",financialphrasebank
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .,financialphrasebank
neutral,"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",financialphrasebank
neutral,"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",financialphrasebank
neutral,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -� s shares and voting rights .",financialphrasebank
positive,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output",headline
positive,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",financialphrasebank
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",financialphrasebank
neutral,"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",financialphrasebank
neutral,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",financialphrasebank
neutral,The shares subscribed will be eligible for trade on the following day from the registration .,financialphrasebank
negative,Full-year operating result for 2008 was 3.6 million negative .,financialphrasebank
