sentiment_label,sentence,source
positive,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",financialphrasebank
neutral,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",financialphrasebank
neutral,"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",financialphrasebank
neutral,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",financialphrasebank
neutral,The plant is expected to start production in the first half of 2007 .,financialphrasebank
negative,Glencore chief blames rivals' overproduction for share price fall,headline
neutral,`` They 've already allocated money for the inventory .,financialphrasebank
positive,AB InBev offers to sell some SABMiller brands,headline
positive,Tesco Said to Discuss Central and Eastern European Unit Sale,headline
positive,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,financialphrasebank
neutral,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",financialphrasebank
neutral,W+�rtsil+� 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,financialphrasebank
positive,"So far , Mr. Galvan he has been able to avoid laying off workers .",financialphrasebank
positive,"W+�rtsil+� 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",financialphrasebank
neutral,CompaniesActelion shares hit record on Shire takeover talk,headline
neutral,Whitbread in apprenticeship drive,headline
positive,Retail focus helps to shield Lloyds from banking chill,headline
positive,"In the end of 2006 , the number of outlets will rise to 60-70 .",financialphrasebank
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",financialphrasebank
positive,LPC-Glencore launches refinancing of $8.45billion loan,headline
positive,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,financialphrasebank
negative,Smith & Nephew recalls hip-replacement components,headline
positive,Royal Mail and workers' union agree pay deal,headline
positive,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,financialphrasebank
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",financialphrasebank
negative,GlaxoSmithKline's CEO Witty to bow out in March 2017,headline
neutral,CompaniesEx-City watchdog Turner joins Prudential board,headline
neutral,Britain's FTSE recovers two-month low after Diageo shares rally on bid report,headline
negative,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",financialphrasebank
positive,"Broker tips: RBS, Croda, Sage",headline
positive,"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",financialphrasebank
positive,"AB InBev launches SAB bid, to sell MillerCoors stake",headline
negative,US urges final approval of $20 billion BP oil spill pact,headline
positive,"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",financialphrasebank
neutral,"BHP, Glencore Head Tumbling Miners as Commodity Rout Deepens",headline
neutral,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",financialphrasebank
positive,"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",financialphrasebank
neutral,"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",financialphrasebank
neutral,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company .",financialphrasebank
neutral,"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",financialphrasebank
neutral,hu will offer a further discount of between 25 % and 50 % on selected books .,financialphrasebank
neutral,Barclays in Talks With AnaCap to Sell French Consumer Operations,headline
neutral,The customers will have an access to integrated propeller and gear packages from one source .,financialphrasebank
negative,"In this case , the effect would be negative in Finland .",financialphrasebank
negative,Barclays in $13.75 million US settlement over mutual funds,headline
neutral,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",financialphrasebank
negative,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",financialphrasebank
positive,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",headline
negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,financialphrasebank
neutral,The terms of the transactions remained undisclosed .,financialphrasebank
neutral,"In future , the plant will focus on the production of flange profiles for wind farm towers .",financialphrasebank
neutral,"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",financialphrasebank
positive,Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,financialphrasebank
neutral,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",financialphrasebank
neutral,Barclays share price: Chairman 'perfectly comfortable' with ring-fencing rules,headline
neutral,The winner does not have to be present to win .,financialphrasebank
neutral,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,financialphrasebank
positive,Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's,headline
neutral,"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",financialphrasebank
positive,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,financialphrasebank
positive,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,financialphrasebank
positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",financialphrasebank
neutral,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",financialphrasebank
positive,Bloomberg buys Barclays' benchmarking business,headline
positive,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",financialphrasebank
neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,financialphrasebank
neutral,"In Finland , export industry forms a large clientele for the packaging industry .",financialphrasebank
neutral,"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",financialphrasebank
positive,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",headline
neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,financialphrasebank
positive,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",financialphrasebank
positive,Spain's CaixaBank Expects To Close Deal For Banco BPI,headline
positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",financialphrasebank
neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,financialphrasebank
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,financialphrasebank
neutral,"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",financialphrasebank
neutral,M. and a Master of Business Administration MBA .,financialphrasebank
neutral,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",financialphrasebank
negative,"In addition , the company will reduce a maximum of ten jobs .",financialphrasebank
neutral,He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,financialphrasebank
negative,Pearson to cut 4000 jobs as it warns on profits,headline
neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",financialphrasebank
neutral,Other potential clients include public administration organizations investing in utility networks and services .,financialphrasebank
neutral,CompaniesITV's audience numbers fall to lowest in 15 years,headline
neutral,UPDATE 1-LPC-Glencore launches refinancing of US$8.45bn loan,headline
neutral,The sellers were EOSS Innovationsmanagement and a group of private individuals .,financialphrasebank
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",financialphrasebank
negative,Prudential hit by withdrawals from M&G investment arm,headline
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",financialphrasebank
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,financialphrasebank
neutral,In 2005 the bank posted a net profit of Lt 8.2 mn .,financialphrasebank
positive,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,financialphrasebank
positive,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",financialphrasebank
negative,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",financialphrasebank
positive,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",headline
negative,StanChart may see white knight takeover on painful recovery - CLSA,headline
neutral,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,headline
positive,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",financialphrasebank
positive,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",financialphrasebank
positive,BG Group appoints new CEO one month early,headline
negative,"The total headcount reduction will be 50 persons , the company said .",financialphrasebank
neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .,financialphrasebank
neutral,"Ashtead to buy back shares, full-year profit beats estimates",headline
neutral,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,financialphrasebank
neutral,UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,headline
neutral,"- The Group -� s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",financialphrasebank
neutral,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,headline
positive,Glencore sells agriculture stake for $2.5bn,headline
negative,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",financialphrasebank
neutral,Standout performer' JS Jacques picked to lead Rio Tinto,headline
positive,"Britain's FTSE steadies below record high, BHP gains",headline
positive,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",financialphrasebank
negative,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",headline
positive,"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",financialphrasebank
positive,Cash flow from operating activities is estimated to be positive .,financialphrasebank
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,financialphrasebank
neutral,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",financialphrasebank
negative,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",financialphrasebank
negative,Closely watched AstraZeneca cancer drug fails in mesothelioma,headline
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,financialphrasebank
positive,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,financialphrasebank
negative,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",headline
negative,BHP Billiton says no settlement yet on Brazil dam disaster,headline
negative,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,financialphrasebank
positive,"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",financialphrasebank
negative,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,headline
neutral,"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",financialphrasebank
positive,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",financialphrasebank
neutral,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",financialphrasebank
positive,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",financialphrasebank
neutral,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",financialphrasebank
positive,Johnson Matthey sells research chemicals unit to Thermo Scientific,headline
neutral,"Tikkurila has an interesting growth strategy , which we support .",financialphrasebank
neutral,Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,financialphrasebank
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,financialphrasebank
positive,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,financialphrasebank
positive,Brewer AB InBev seeks $275 bln tie-up with SABMiller,headline
positive,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,headline
neutral,Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,financialphrasebank
negative,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",financialphrasebank
negative,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",financialphrasebank
neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",financialphrasebank
neutral,"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",financialphrasebank
positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,financialphrasebank
neutral,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",financialphrasebank
positive,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",financialphrasebank
neutral,Former Barclays banker pleaded guilty to Libor-rigging offence,headline
positive,Lloyds wins right to buy bonds back early to save 1 billion pounds,headline
neutral,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,financialphrasebank
positive,"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",financialphrasebank
neutral,"The joint venture will invest about EUR 500,000 in production technology straight away .",financialphrasebank
negative,News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,headline
neutral,Reed Elsevier to rename itself RELX Group,headline
negative,BP pay boss feels the heat from revolt over Dudley's Â£14 million,headline
neutral,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,financialphrasebank
neutral,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",headline
negative,Oilfield services firm Petrofac's debt shoots up 50 per cent,headline
neutral,"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",financialphrasebank
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",financialphrasebank
neutral,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",financialphrasebank
neutral,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",financialphrasebank
positive,Japan's Nikkei lands Financial Times in $1.3 billion deal,headline
neutral,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",financialphrasebank
positive,"UPDATE 2-Exchanges, Barclays win dismissal of US high-frequency trading case",headline
neutral,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",financialphrasebank
neutral,Managing Director Timo Kohtam+�ki of Lemmink+�inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,financialphrasebank
negative,CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission,headline
negative,"In Sweden , there is an oversupply of pharmacies .",financialphrasebank
positive,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",financialphrasebank
positive,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",financialphrasebank
neutral,The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,financialphrasebank
negative,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",financialphrasebank
positive,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",financialphrasebank
positive,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",financialphrasebank
positive,"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",financialphrasebank
neutral,Berkshire applies to boost Wells Fargo stake above 10 percent,headline
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,financialphrasebank
neutral,"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",financialphrasebank
positive,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,financialphrasebank
neutral,"Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .",financialphrasebank
neutral,"Includes company and brand share data by category , as well as distribution channel data .",financialphrasebank
positive,"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",financialphrasebank
neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros .",financialphrasebank
neutral,"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",financialphrasebank
neutral,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",financialphrasebank
positive,"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",financialphrasebank
neutral,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,financialphrasebank
positive,Tesco says recovery plan working after profit collapse,headline
positive,AstraZeneca heart drug boosted by major clinical trial success,headline
positive,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",headline
neutral,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions .",financialphrasebank
positive,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",financialphrasebank
neutral,The serial bond is part of the plan to refinance the short-term credit facility .,financialphrasebank
neutral,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",financialphrasebank
positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,financialphrasebank
neutral,The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,financialphrasebank
neutral,`` This could be us .,financialphrasebank
neutral,"FTSE 100 drops 2.5 pct on Glencore, metals price fears",headline
negative,British American Tobacco drops and sues PwC over pollution scandal,headline
neutral,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",financialphrasebank
negative,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",financialphrasebank
neutral,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",financialphrasebank
positive,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,financialphrasebank
positive,"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",financialphrasebank
neutral,"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",financialphrasebank
neutral,Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,financialphrasebank
negative,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",financialphrasebank
positive,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,financialphrasebank
positive,"Britain's FTSE rises, led up by Glencore surge",headline
positive,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",financialphrasebank
positive,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",financialphrasebank
neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",financialphrasebank
positive,REFILE-BP agrees UK gas pipeline stake sale to infrastructur,headline
neutral,"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",financialphrasebank
neutral,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,financialphrasebank
positive,"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",financialphrasebank
positive,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output",headline
positive,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,financialphrasebank
negative,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",financialphrasebank
neutral,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",financialphrasebank
positive,The announced restructuring will significantly decrease the Company 's indebtedness .,financialphrasebank
negative,"In the Baltic countries , sales fell by 42.6 % .",financialphrasebank
neutral,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,financialphrasebank
neutral,"Militants fire rockets at Algerian BP/Statoil gas plant, no casualties",headline
neutral,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,financialphrasebank
neutral,The company distributes Hiab 's products as well as other products .,financialphrasebank
neutral,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",financialphrasebank
negative,Analysis - Copper market may get a 2003-style supply shock from Glencore closures,headline
neutral,This is the company 's first contract abroad .,financialphrasebank
positive,Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,financialphrasebank
positive,"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",financialphrasebank
neutral,"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",financialphrasebank
neutral,Finnish food industry companies are interested in the opportunities provided by Ukraine .,financialphrasebank
positive,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",financialphrasebank
positive,HSBC appoints business leaders to board,headline
positive,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",financialphrasebank
neutral,"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",financialphrasebank
positive,AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma,headline
neutral,"Finnish property investment company Citycon will expand and refurbish +_kersberga shopping center in Stockholm , in Sweden .",financialphrasebank
positive,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,financialphrasebank
negative,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",financialphrasebank
negative,ITV shares dip after update,headline
negative,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",financialphrasebank
neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",financialphrasebank
neutral,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,headline
neutral,Shell Opens Natural Gas Wells Off Irish Coast,headline
negative,Lloyds returns Â£13bn to UK taxpayer,headline
neutral,"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",financialphrasebank
positive,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",financialphrasebank
positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",financialphrasebank
neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",financialphrasebank
neutral,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .,financialphrasebank
neutral,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",financialphrasebank
neutral,The resignation will be in effect immediately .,financialphrasebank
neutral,"BasWare is headquartered in Espoo , Finland .",financialphrasebank
negative,London stock exchange shareholders vote on merger deal under Brexit cloud,headline
negative,"UPDATE 1-BP reports worst annual loss in at least 20 years, cuts more jobs",headline
neutral,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",financialphrasebank
negative,LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks,headline
negative,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,financialphrasebank
negative,"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",financialphrasebank
neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,financialphrasebank
positive,Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,financialphrasebank
positive,"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",financialphrasebank
negative,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",financialphrasebank
neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",financialphrasebank
neutral,The company 's model is based on developer contracting construction projects and customer focused project management .,financialphrasebank
